Rank,Handle,Codeforces_Handle,Codeforces_Rating,GFG_Handle,GFG_Contest_Score,GFG_Practice_Score,Leetcode_Handle,Leetcode_Rating,Codechef_Handle,Codechef_Rating,HackerRank_Handle,HackerRank_Practice_Score,Percentile
600,21r01a7220,cmrit25_21r01a7220,0,21r01a7220,0,0,cmr_21r01a7220,0,cmr_21r01a7220,1133,21r01a7220,0,7.07%
601,21r01a04h9,cmrit25_21r01a04h9,0,,0,0,21r01a04h9,0,adithya_h9,1057,21r01a04h9,45,7.03%
602,21r01a67b4,r01a67b4,0,21r01a67b4@cmritonline.ac.in,0,0,pokalanandini2,0,r01a67b4,1125,pokalanandini2,0,7.02%
603,21r01a6742,chandana_200,0,,0,0,,0,manichandana20,1090,21r01a6742,20,7.00%
604,21r01a0555,,0,21r01a0555@cmritonline.ac.in,0,0,,0,sanju_555,1120,21r01a0555@cmritonline.ac.in,0,6.99%
605,22r05a0524,,0,22r05atpli,0,5,22r05a0524,0,shivani524,1100,@22r05a0524,0,6.98%
606,21r01a6713,,0,,0,0,,0,sahithya04,1118,,0,6.98%
607,21r01a0540,21r01a0540,0,21r01agbwd,0,0,21r01a0540,0,pramodreddy78,1077,21r01a0540,26,6.97%
608,21r01a04j8,cmrit25_21r01a04j8,0,21r01acwpw,10,0,21r01a04j8,0,nikhil_j8,1029,nikhil_4j8,0,6.97%
609,21r01a05q2,,0,,0,0,,0,mahendra45,1111,mahendra5q2,0,6.94%
610,22r05a6719,,0,22r05a6719,0,0,22r05a6719,0,prashanth0023,1093,22r05a6719,10,6.92%
611,21r01a05c6,,0,21r01a05c6,0,0,21r01a05c6,0,mani_shankar,1104,21r01a05c6,0,6.89%
612,21r01a0448,cmrit2025_21r01a0448,0,21r01afd3s,0,0,sanjana_0448,0,cmr21r01a0448,1100,sanjana21r01a0448,0,6.87%
613,22r05a6704,,0,,0,0,,0,cmr_22r05a6704,1097,,0,6.85%
614,21r01a0581,cmrit25_21r01a0581,0,21r01a3aac,0,0,21r01a0581,0,akarsh99,1096,21r01a0581,0,6.84%
615,22r05a0415,cmrit_22r05a0415,0,,0,0,,0,yamini319,963,22r05a0415,84,6.82%
616,21r01a7250,cmrit25_21r01a7250,0,21r01a7250,0,13,21r01a7250,0,adarsha_630,835,21r01a7250,128,6.74%
617,21r01a0489,21r01a0489,0,21r01a0489,0,0,21r01a0489,0,cmr_21r01a0489,1002,21r01a0489,50,6.73%
618,21r01a67d0,,0,21r01abd8o,0,0,21r01a67d0,0,h21r01a67d0,1077,,0,6.72%
619,21r01a05m0,saitejareddy,0,saitejareddy,0,283,saitejareddy,0,saitejareddy,0,21r01a05m0,10,6.68%
620,21r01a6750,shivabalajirongala,0,shivabalajvywn,10,3,shivabalaji,0,shivabalaji96,945,21r01a6750shiva,17,6.68%
621,21r01a04c9,cmrit25_21r01a04c9,0,21r01a04c9,0,0,surya_21r01a04c9,0,surya_04c9,1055,21r01a04c9,5,6.63%
622,21r01a7231,cmrit25_21r01a7231,0,21r01a7231,0,0,21r01a7231,0,sneha_7231,1014,21r01a7231,27,6.59%
623,21r01a0464,21r01a0464,0,,0,0,bhumika464,0,bhumika36,905,21r01a0464,97,6.58%
624,21r01a7246,mekalasridhar,0,,0,0,mekalasridhar,0,sridhar46,1051,21r01a7246,0,6.56%
625,21r01a05p9,21r01a05p9,0,21r01ae9yw,0,0,21r01a05p9,0,hari05p9,970,21r01a05p9,50,6.54%
626,21r01a05b0,21r01a05b0,0,21r01a05b0,0,0,21r01a05b0,0,surabhi_nanda,1046,@21r01a05b0,0,6.53%
627,21r01a04d0,cmr_21r01a04d0,0,,0,0,21r01a04d0,0,rajeshpatel04,1006,21r01a04d0,22,6.49%
628,21r01a6730,,0,,0,0,srikesh_30,0,srikesh30q,1024,,0,6.39%
629,21r01a7239,cmrit25_21r01a7239,0,21r01a7239,0,1,siri_7239,0,siri_sanjana,889,21r01a7239,83,6.37%
630,21r01a0430,cmrit_25_21r01a0430,0,21r01a0430,0,4,lahari_1234,0,laharika_30,802,21r01a0430,132,6.37%
631,21r01a6702,,0,,0,0,,0,deekshithardy,1019,deekshithardy,0,6.36%
632,21r01a66a7,,0,21r01ahd2u,0,15,21r01a66a7,0,nnithin,778,21r01a66a7,120,6.36%
633,21r01a6778,,0,21r01a6778,0,0,21r01a6778,0,dhari2003,1017,@21r01a6778,0,6.35%
634,21r01a04f9,cmrit25_21r01aa04f9,0,,0,0,21r01a04f9,0,r01a04f9,1017,21r01a04f9,0,6.35%
635,22r05a0516,m.vamshi22r05a0516,0,22r05a0516,0,0,22r05a0516,0,vamshi9989,1015,m.vamshi22r05a0516,0,6.34%
636,21r01a05m8,cmrit25_21r01a05m8,0,21r01a05m8,0,0,21r01a05m8,0,sahithi_136,964,21r01a05m8,30,6.31%
637,21r01a6647,21r01a6647,0,21r01a6647,0,8,21r01a6647,0,cmr21r01a6647,979,@21r01a6647,0,6.30%
638,21r01a7201,cmrit25_21r01a7201,0,21r01a7201,0,0,21r01a7201,0,aharshitha_31,836,21r01a7201,109,6.27%
639,21r01a6746,cmrit25_21r01a6746,0,21r01a6746,0,9,21r01a6746,0,p21r01a6746,933,21r01a6746,24,6.26%
640,21r01a04l9,21r01a04l9,0,21r01a04l9,0,0,koushik_04l9,0,koushik_4l9,964,cmrit_21r01a04l9,25,6.26%
641,21r01a6607,,0,21r01a6607,0,2,21r01a6607,0,sri_21r01a6607,995,21r01a6607,0,6.26%
642,21r01a6604,cmrit_21r01a6604,0,ranjeeth_123,0,0,21r01a6604,0,ranjeeth_123,984,21r01a6604,10,6.24%
643,22r05a0412,cmrit25_22r05a0412,0,,0,0,,0,mounika_90,953,22r05a0412,30,6.24%
644,21r01a04a6,21r01a04a6,0,21r01a04a6,0,5,narasimha_4a6,0,narasimha4a6,768,21r01a04a6,137,6.23%
645,21r01a05b2,purella_abhilash,0,21r01a16da,0,0,21r01a05b2,0,cmr_5b2,997,21r01a05b2,0,6.22%
646,21r01a7264,,0,21r01a7264,0,9,,0,rahul_1508,948,21r01a7264,10,6.22%
647,21r01a6655,21r01a6655,0,21r01aoqdn,0,35,21r01a6655,0,sahil216655,863,@21r01a6655,0,6.20%
648,22r05a7206,cmrit25_22r05a7206,0,22r05ak3up,0,0,22r05a7206,0,r05a7206,939,22r05a7206,35,6.20%
649,21r01a05b9,,0,21r01abng1,0,0,21r01a05b9,0,kiran5b9,961,21r01a05b9,20,6.19%
650,21r01a0538,,0,21r01araze,0,8,,0,hansika33,906,21r01a0538,30,6.13%
651,21r01a66e3,,0,21r01az3lh,0,4,21r01a66e3,0,meghana_2309,851,21r01a66e3,75,6.13%
652,21r01a67j4,cmrit2025_21r01a67j4,0,21r01a67j4,0,0,21r01a67j4,0,nanda_2403,727,21r01a67j4,164,6.11%
653,21r01a6745,cmrit25_21r01a6745,0,,0,0,,0,sanjana81,977,,0,6.10%
654,21r01a6609,,0,21r01abvpo,0,0,21r01a669,0,a21r01a6609,976,@21r01a6609,0,6.09%
655,21r01a04j0,cmrit_21r01a04j0,0,,0,0,21r01a04j0,0,sharathraju,971,@21r01a04j0,0,6.06%
656,21r01a04m9,cmrit25_21r01a04m9,0,21r01a7xgj,0,6,21r01a04m9_cmrit,0,glavanya,827,21r01a04m9,77,6.04%
657,21r01a05g2,cmrit25_21r01ao5g2,0,21r01a05g2,0,15,sumith12,0,sumith12,866,21r01a05g2,25,5.99%
658,21r01a66c2,,0,21r01a2kn7,0,0,shivani_47,0,shivani_47,936,shivani_47,15,5.99%
659,21r01a67a9,raghava_04,0,,0,0,raghava_04,0,raghava_04,959,21r01a67a9,0,5.99%
660,21r01a7260,,0,,0,0,,0,telgadam_rahul,955,,0,5.96%
661,21r01a6708,,0,,0,0,,0,srinika_08,950,,0,5.93%
662,21r01a0479,,0,,0,0,cmr_21r01a0479,0,cmr_21r01a0479,945,cmr_21r01a0479,0,5.90%
663,21r01a6705,banothulaxmipathibalaji,0,balaji,0,0,,0,balaji_54,880,21r01a7205,42,5.90%
664,21r01a7206,21r01a7206,0,21r01a7206,0,0,21r01a7206,0,p21r01a7206,833,21r01a7206,71,5.88%
665,21r01a05q0,s_5q0,0,21r01a05q0,0,0,21r01a05q0,0,sai5q0,942,21r01a05q0,0,5.88%
666,21r01a05f7,,0,kaushik5f7,0,0,kaushik5f7,0,kaushik5f7,937,kaushik5f7,0,5.85%
667,21r01a6789,cmrit_21r01a6789,0,21r01atc3f,0,0,21r01a6789,0,vijay_6789,935,,0,5.84%
668,21r01a7218,,0,srisrivastav863,0,4,srivastav_4327,0,cmr_21r01a7218,878,21r01a7218_cmr,27,5.83%
669,21r01a04j7,cmrit25_21r01a04j7,0,21r01a04j7,0,0,21r01a04j7,0,uppu_shravya,833,21r01a04j7,65,5.82%
670,21r01a7222,cmrit25_21r01a7222,0,21r01a7222,0,0,mounikad25,0,dmounika_22,933,@21r01a7222,0,5.82%
671,21r01a66f8,cmrit25_21r01a66f8,0,21r01az5i6,0,0,21r01a66f8,0,keerthi24h,776,21r01a66f8,98,5.79%
672,21r01a6663,,0,rakeshvooradi,0,1,rakesh4100,0,rakesh4100,922,21r01a6663,0,5.78%
673,21r01a04m6,nithin4545,0,yadavnitqd2d,0,0,nithin4545,0,nithin4545,925,gollanithin,0,5.77%
674,21r01a6768,21r01a6768,0,21r01a5k5x,0,6,shruthi_40,0,ballishruthi4,834,21r01a6768,40,5.73%
675,21r01a05l1,,0,21r01a05l1cmrit,0,0,21r01a05l1cmrit,0,selveenagrace0,894,21r01a05l1cmrit,15,5.72%
676,21r01a7227,,0,,0,0,,0,cmr_21r01a7227,911,prashanthkumar,0,5.69%
677,21r01a04r7,,0,21r01ah779,0,0,cmrit_21r01a04r7,0,shiva4r7,864,21r01a04r7,30,5.68%
678,21r01a67e8,21r01a67e8,0,21r01a67e8,0,9,21r01a67e8,0,joseph1820,628,21r01a67e8,159,5.66%
679,21r01a04d6,,0,,0,0,,0,sushmitha2k23,817,21r01a04d6,57,5.65%
680,21r01a0517,,0,21r01aawgu,0,13,,0,maheshdasari,826,21r01a0517,15,5.60%
681,21r01a0522,,0,,0,0,,0,solomonsolo,894,,0,5.58%
682,21r01a05k6,,0,21r01a05k6,0,1,21r01a05k6,0,cmr_21r01a05k6,888,21r01a05k6,0,5.57%
683,21r01a0412,,0,,0,0,21r01a0412,0,prashanth412,890,@21r01a0412,0,5.56%
684,21r01a04g1,,0,21r01a04g1,0,0,21r01a04g1,0,k21r01a04g1,816,21r01a04g1,45,5.53%
685,21r01a7261,cmrit25_21r01a7261,0,21r01a7261,0,0,21r01a7261,0,cmr21r01a7261,843,21r01a7261,20,5.45%
686,21r01a05r0,,0,,0,0,21r01a05r0,0,cmr_21r01a05r0,863,,0,5.39%
687,21r01a04p8,,0,21r01aiyjw,0,0,21r01a04p8,0,nethimeghana,780,21r01a04p8,52,5.37%
688,22r05a6609,22r05a6609,0,22r05a8dmk,0,2,22r05a6609,0,balakrishna52,850,@22r05a6609,0,5.35%
689,21r01a0418,,0,jampuladinesh,0,0,jampuladinesh,0,dinesh_418,744,21r01a0418,70,5.32%
690,21r01a6721,,0,,0,0,,0,cmr_21r01a6721,851,gampaadithya,0,5.31%
691,21r01a7237,,0,,0,0,,0,arunreddy26,830,21r01a7237,5,5.23%
692,21r01a66j7,cmrit25_21r01a66j7,0,21r01ab7js,0,0,21r01a66j7,0,irfanshaik24,814,21r01a66j7,15,5.23%
693,21r01a7202,,0,abrar_waseem10,0,0,abrar_waseem10,0,abrarwaseem10,827,abrar_waseem10,0,5.16%
694,21r01a66h2,,0,21r01a66h2,0,5,21r01a66h2,0,cmr_21r01a66h2,808,21r01a66h2,0,5.16%
695,21r01a6762,,0,21r01a6762,0,0,,0,s21r01a6762,804,21r01a6762,10,5.11%
696,21r01a66a4,cmrit25_21r01a66a4,0,21r01a0pqr,0,4,sai_pratheeka_,0,pratheekaa4,681,21r01a66a4,72,5.04%
697,21r01a7361,,0,21r01aq0so,0,6,turpatipranit,0,p21r01a7361,779,@21r01a7361,0,5.00%
698,21r01a7255,21r01a7255@cmritonline.ac.in,0,21r01a7255,0,0,21r01a7255,0,sai_21r01a7255,794,21r01a7255@cmritonline.ac.in,0,4.96%
699,21r01a0530,21r01a0530,0,21r01anoiv,0,0,21r01a0530,0,gnanavardhan,784,21r01a0530,5,4.94%
700,21r01a67b3,,0,21r01a67b3,0,0,21r01a67b3,0,cmr_21r01a67b3,741,21r01a67b3,25,4.87%
701,21r01a6645,,0,,0,0,,0,cmr21r01a6645,772,,0,4.82%
702,21r01a7346,kittu7346,0,kittu7346,0,0,,0,kittu7346,771,kittu7346,0,4.81%
703,21r01a66b2,,0,,0,0,,0,xenon0096,756,,0,4.72%
704,21r01a0568,,0,21r01amhbr,0,0,21r01a0568,0,deekshitha777,746,21r01a0568deekshitha,0,4.66%
705,21r01a05n2,cmrit25-21r01a05n2,0,21r01a05n2,0,0,cmr_21r01a05n2,0,yashwanth5n2,719,21r01a05n2,5,4.54%
706,21r01a7245,cmrit25_21r01a7245,0,nithisha7245,0,0,nithisha45,0,nithisha_45,720,@21r01a7245,0,4.49%
707,21r01a6785,21r01a6785,0,,0,0,21r01a6785,0,m21r01a6785,712,21r01a6785,0,4.44%
708,21r01a7244,cmrit-21r01a7244,0,,0,0,,0,priyanka_12_03,700,21r01a7244@cmritonline.ac.in,0,4.37%
709,21r01a04q6,cmrit25_21r01a04q6,0,,0,0,rishitha_27,0,rishitha_27,633,21r01a04q6,30,4.24%
710,21r01a05b4,cmrit25_21r01a05b4,0,,0,0,,0,dheeraj_mithra,671,21r01a05b4,0,4.19%
711,21r01a04q2,21r01a04q2,0,21r01a04q2,0,0,s_21r01a04q2,0,s_21r01a04q2,670,,0,4.18%
712,21r01a04f0,cmrit25_21r01a04f0,0,21r01a04f0,0,0,pradeepthi1207,0,pradeepthi1207,612,21r01a04f0,30,4.11%
713,21r01a05q1,21r01a05q1,0,21r01a05q1,0,0,21r01a05q1,0,manish5q1,657,21r01a05q1,0,4.10%
714,21r01a05d5,,0,,0,0,21r01a05d5,0,keerthana1017,631,21r01a05d5,5,3.99%
715,21r01a66c0,,0,sushmitharekha,0,0,rekhasushmitha,0,sushmitharekha,633,sushmitharekha,0,3.95%
716,21r01a05n1,,0,,0,0,rahul05n1,0,rahul05n1,626,rahul05n1,0,3.91%
717,22r05a6714,22r05a6714,0,22r05a6714,0,0,aravind714,0,aravindpuli,625,,0,3.90%
718,21r01a04r9,cmrit25_21r01a04r9,0,21r01a04r9,0,0,21r01a04r9,0,p21r01a04r9,502,21r01a04r9,72,3.83%
719,21r01a04q4,cmrit25_21r01a04q4,0,ponnasri10kn,0,24,lc21r01a04q4,0,s21r01a04q4,0,21r01a04q4,77,1.30%
720,21r01a67h3,21r01a67h3,0,21r01a67h3,20,0,21r01a67h3,0,21r01a67h3,0,21r01a67h3,15,1.24%
721,22r05a0423,cmrit25_22r05a0423,0,22r05a0423,10,4,22r05a0423,0,,0,22r05a0423,49,1.11%
722,21r01a0454,sanjay,0,,0,0,,0,,0,21r01a0454,114,1.10%
723,21r01a05k0,21r01a05k0,0,21r01a05k0,20,0,cmr_21r01a05k0,0,cmr_21r01a05k0,0,@21r01a05k0,0,1.09%
724,22r05a0513,,0,22r05a0513,0,19,22r05a0513,0,saichandra513,0,22r05a0513,67,1.09%
725,21r01a04a7,saikumarreddy21r01a04a7,0,saikumarreddy,0,0,pvsaikumarreddy,0,pvsaikumarreddy,0,21r01a04a7,109,1.05%
726,21r01a66k0,,0,,0,0,,0,yamini_1101,0,21r01a66k0,95,0.91%
727,21r01a05g8,21r01a05g8,0,21r01a05g8,0,30,,0,cmr_21r01a05g8,0,21r01a05g8,18,0.87%
728,21r01a66j1,cmrit25_21r01a66j1,0,21r01a66j1,0,9,21r01a66j1,0,yeshwanth_5085,0,21r01a66j1,60,0.79%
729,21r01a04b8,,0,21r01a04b8,10,0,21r01a04b8,0,21r01a04b8,0,21r01a04b8,25,0.79%
730,21r01a0452,cmrit25_21r01a0452,0,21r01a0452,0,0,21r01a0452,0,cmr_21r01a0452,0,21r01a0452,78,0.75%
731,21r01a66d2,,0,,0,0,,0,,0,21r01a66d2,75,0.72%
732,21r01a04d1,,0,,0,0,rasagna_123,0,21r01a04d1,0,21r01a04d1,75,0.72%
733,21r01a66k4,,0,21r01a66k4,0,0,,0,srija_66,0,21r01a66k4,75,0.72%
734,21r01a7351,,0,,0,0,,0,,0,21r01a7351,74,0.71%
735,21r01a66h7,,0,,0,0,,0,,0,21r01a66h7,70,0.67%
736,21r01a04h8,cmrit25_21r01a04h8,0,,0,0,,0,,0,21r01a04h8,69,0.66%
737,21r01a04k8,,0,,0,0,,0,,0,21r01a04k8,67,0.64%
738,21r01a04g9,cmrit2025_21r01a04g9,0,21r01ah3iu,0,0,21r01a04g9,0,cmr_21r01a04g9,0,21r01a04g9,65,0.62%
739,22r05a0422,cmrit25_22ro5a0422,0,,0,0,,0,,0,22r05a0422,65,0.62%
740,21r01a0445,,0,,0,0,,0,thribhuvan_123,0,21r01a0445,65,0.62%
741,21r01a04p5,,0,,0,0,,0,d21r01a04p5,0,21r01a04p5,62,0.60%
742,21r01a0427,,0,21r01azy8a,0,0,kpoojitha,0,r01a0427,0,21r01a0427,62,0.60%
743,21r01a04r0,21r01a04r0,0,21r01a04r0,0,0,cmrit4r0,0,cmrit4r0,0,21r01a04r0,62,0.60%
744,21r01a05d1,21r01a05d1cmrit25,0,21r01a05d1,10,2,21r01a05d1,0,21r01a05d1,0,21r01a05d1,0,0.59%
745,21r01a0409,21r01a0409,0,,0,0,,0,s798976804,0,21r01a0409,60,0.58%
746,21r01a0413,cmrit25_21r01a0413,0,21r01a0413,0,0,anusha,0,21r01a0413,0,21r01a0413,60,0.58%
747,21r01a04n4,cmrit_21r01a04n4,0,21r01a04n4,0,0,21r01a04n4,0,pavanjukuntla,0,21r01a04n4,60,0.58%
748,21r01a67j2,21r01a67j2,0,21r01aud18,10,0,,0,anirudh27,0,,0,0.55%
749,21r01a67c3,cmrit25_21r01a67c3,0,21r01aomo4,10,0,21r01a67c3,0,,0,21r01a67c3,0,0.55%
750,21r01a04p7,cmrit25_21r01a04p7,0,,0,0,21r01a04p7,0,n21r01a04p7,0,21r01a04p7,55,0.53%
751,21r01a66d0,,0,,0,0,,0,,0,21r01a66d0,55,0.53%
752,21r01a04n9,cmrit25_21r01a04n9,0,,0,0,21r01a04n9,0,21r01a04n9,0,21r01a04n9,51,0.49%
753,21r01a66j5,,0,21r01ah8qh,0,0,satla_varshini,0,varshini_123,0,21r01a66j5,50,0.48%
754,21r01a0442,21r01a0442,0,21r01a0442,0,0,21r01a0442,0,cmr_21r01a0442,0,21r01a0442,50,0.48%
755,21r01a67h2,,0,21r01a67h2,0,0,21r01a67h2,0,cmr_21r01a67h2,0,21r01a67h2,47,0.45%
756,21r01a0463,,0,,0,0,21r01a0463,0,cmr21r01a0463,0,21r01a0463,47,0.45%
757,21r01a0470,,0,21r01a0470,0,0,,0,21r01a0470,0,21r01a0470,47,0.45%
758,22r05a0426,cmrit25_22r05a0426,0,22r05a0j4po,0,0,22r05a0426,0,cmr_22r05a0426,0,22r05a0426,47,0.45%
759,21r01a04n3,,0,,0,0,jaligam,0,,0,21r01a04n3,47,0.45%
760,21r01a0443,udaykiran,0,21r01a0443,0,0,udaykiran,0,21r01a0443,0,21r01a0443,46,0.44%
761,21r01a04p9,cmrit25_21r01a04p9,0,21r01a04p9,0,0,21r01a04p9,0,cmrit25_21r01a04p9,0,21r01a04p9,45,0.43%
762,21r01a04c0,21r01a04c0,0,21r01a04c0,0,0,21r01a04c0,0,21r01a04c0,0,21r01a04c0,45,0.43%
763,21r01a0438,21r01a0438,0,21r01a0438,0,0,21r01a0438,0,21r01a0438,0,21r01a0438,42,0.40%
764,21r01a7253,cmrit25_21r01a7253,0,gouthami,0,7,21r01a7253,0,gouthami,0,21r01a7253,25,0.40%
765,22r05a0525,,0,22r05a0525,0,16,22r05a0525,0,cmr22r05a0525,0,,0,0.37%
766,22r05a6705,,0,dharavathshekar,0,16,dharavathshekar,0,dharavathshekar,0,,0,0.37%
767,21r01a66c1,cmrit25_21r01a66c1.,0,21r01a66c1,0,3,21r01a66c1,0,mahesh_1709,0,21r01a66c1,30,0.36%
768,21r01a04r8,cmrit_21r01a04r8,0,,0,0,likitha_r8,0,likitha_r8,0,21r01a04r8,37,0.36%
769,21r01a05g1,cmrit25-21r01a05g1,0,21r01a05g1,0,7,geetha75,0,21r01a05g1,0,21r01a05g1,20,0.35%
770,22r05a6619,cmrit25_22r05a6619,0,22r05algsd,0,15,22r05a6619,0,bhavika_21,0,bhavika6619,0,0.35%
771,21r01a0465,cmrit25_21r01a0465,0,21r01a0465,0,0,21r01a0465,0,21r01a0465,0,21r01a0465,35,0.34%
772,21r01a04r2,,0,21r01a04r2,0,0,21r01a04r2,0,21r01a04r2,0,21r01a04r2,35,0.34%
773,21r01a0579,,0,21r01azt73,0,14,21r01a0579,0,akshith579,0,darlaakshith21r01a0579,0,0.33%
774,21r01a04a3,cmrit25_21r01a04a3,0,nithin,0,0,nithin,0,nithin,0,21r01a04a3,30,0.29%
775,21r01a66h4,,0,,0,0,shivateja_54,0,shiva54,0,21r01a66h4,30,0.29%
776,21r01a7325,,0,,0,0,21r01a7325,0,cmr_21r01a7325,0,21r01a7325,30,0.29%
777,21r01a04q5,,0,21r01aciqg,0,0,21r01a04q5,0,c21r01a04q5,0,21r01a04q5,25,0.24%
778,21r01a05n6,,0,21r01a05n6,0,2,21r01a05n6,0,cmr_21r01a05n6,0,21r01a05n6,20,0.24%
779,21r01a0586,21r01a0586_shiva,0,21r01a0586,0,0,21r01a0586,0,21r01a0586,0,21r01a0586,24,0.23%
780,21r01a05q7,,0,21r01au8ud,0,3,21r01a05q7,0,ttanvi,0,21r01a05q7,15,0.21%
781,21r01a0584,,0,,0,0,,0,,0,21r01a0584,20,0.19%
782,21r01a66h3,,0,21r01a0x4f,0,0,cmrit_25_21r01a66h3,0,vyshnavi_1705,0,21r01a66h3,20,0.19%
783,21r01a0431,21r01a0431,0,narendharreddy431,0,0,narendharreddy431,0,narendharreddy431,0,21r01a0431,20,0.19%
784,21r01a0507,sairajballa,0,sairajb512y,0,0,21r01a0507,0,sairaj11,0,21r01a0507,15,0.14%
785,21r01a67g4,21r01a67g4,0,,0,0,,0,rasagna_69,0,21r01a67g4,15,0.14%
786,21r01a05l2,cmrit25_21r01a05l2,0,21r01a2nbs,0,0,21r01a05l2,0,r01a05l2,0,21r01a05l2,15,0.14%
787,22r05a6615,,0,22r05ah2t0,0,0,,0,mounith_reddy,0,22r05a6615,15,0.14%
788,21r01a66b9,21r01a66b9,0,21r01apkr1,0,0,,0,,0,21r01a66b9,15,0.14%
789,21r01a0515,cmrit2025_21r01a0515,0,21r01a7db5,0,0,ch.arunkumar,0,ch.arunkumar,0,21r01a0515,15,0.14%
790,21r01a0447,21r01a0447@cmritonline.ac.in,0,ragula,0,0,ajay447,0,21r01a0447,0,21r01a0447,15,0.14%
791,21r01a04q9,21r01a04q9,0,,0,0,,0,,0,cmrit_21r01a04q9,15,0.14%
792,21r01a04m0,,0,21r01a04m0,0,0,21r01a04m0,0,21r01a04m0,0,21r01a04m0,14,0.13%
793,21r01a6624,,0,21r01a6624,0,1,21r01a6624,0,,0,21r01a6624,10,0.12%
794,21r01a04l1,,0,,0,0,rahul04l1,0,21r01a04l1@cmritonline.ac.in,0,21r01a04l1,12,0.12%
795,21r01a6790,21r01a6790,0,21r01a6790,0,0,tagore,0,21r01a6790,0,21r01a6790,10,0.10%
796,21r01a04l0,,0,,0,0,,0,,0,21r01a04l0,10,0.10%
797,21r01a05p7,cmrit25_21r01a05p7,0,21r01a05p7,0,0,21r01a05p7,0,cmr_21r01a05p7,0,cmr_21r01a05p7,10,0.10%
798,21r01a05n4,21r01a05n4,0,21r01a05n4,0,3,bhargavi,0,bhargavi,0,bhargavi,0,0.07%
799,21r01a04r1,,0,21r01a04r1,0,0,21r01a04r1,0,21r01a04r1,0,21r01a04r1,7,0.07%
800,21r01a0450,,0,21r01a0450,0,0,21r01a0450,0,21r01a0450,0,21r01a0450,5,0.05%
801,21r01a04b0,cmrit25_21r01a04b0,0,21r01aqt3k,0,0,21r01a04b0,0,kranthi_2612,0,21r01a04b0,5,0.05%
802,21r01a04c4,,0,21r01a04c4,0,0,21r01a04c4,0,cmr_21r01a04c4,0,21r01a04c4,5,0.05%
803,22r05a6607,,0,,0,0,jashwanth03,0,jashwanth_03,0,22r05a6607,5,0.05%
804,21r01a04l5,,0,21r01a04l5,0,0,,0,chandan,0,21r01a04l5,5,0.05%
805,21r01a05f6,,0,21r01a05f6,0,0,21r01a05f6,0,cmr_21r01a05f6,0,21r01a05f6,5,0.05%
806,21r01a0468,,0,21r01a0468,0,0,chanti,0,21r01a0468,0,21r01a0468,5,0.05%
807,21r01a6616,,0,21r01ackt3,0,2,21r01a6616,0,★saiteja630,0,@21r01a6616,0,0.05%
808,21r01a66d3,,0,21r01a62wc,0,1,,0,cmr_21r01a66d3,0,21r01a66d3,0,0.02%
809,21r01a7229,,0,,0,0,,0,,0,,0,0.00%
810,21r01a7235,cmrit25_21r01a7235,0,,0,0,,0,,0,,0,0.00%
811,21r01a7242,,0,,0,0,,0,,0,,0,0.00%
812,21r01a7248,cmrit25_21r01a7248,0,21r01a7248,0,0,21r01a7248,0,cmr21r01a7248,0,21r01a7248,0,0.00%
813,21r01a0501,,0,,0,0,,0,,0,@21r01a0501,0,0.00%
814,21r01a0535,21r01a0535,0,srishanth,0,0,srishanth,0,srishanth_18,0,,0,0.00%
815,21r01a0571,,0,,0,0,,0,,0,,0,0.00%
816,21r01a0580,cmrit25_21r01a0580,0,21r01ahaqd,0,0,21r01a0580,0,santhosh580,0,21r01a0580,0,0.00%
817,21r01a0588,,0,,0,0,,0,,0,,0,0.00%
818,21r01a0590,,0,,0,0,,0,,0,manikantacharan,0,0.00%
819,21r01a0598,,0,,0,0,,0,,0,priyanshraj15,0,0.00%
820,21r01a05a0,,0,21r01a05a0shadab01,0,0,21r01a05a0,0,21r01a05a0shadab01,0,21r01a05a0,0,0.00%
821,21r01a05c4,cmrit25_21r01a05c4,0,ribka_0230,0,0,ribka_0230,0,ribka_0230,0,ribka_0230,0,0.00%
822,21r01a05e4,,0,,0,0,,0,,0,,0,0.00%
823,21r01a05h9,,0,,0,0,,0,,0,,0,0.00%
824,21r01a05m3,,0,21r01a4b5o,0,0,21r01a05m3,0,gowthami_2003,0,21r01a05m3,0,0.00%
825,21r01a05p1,,0,,0,0,,0,,0,pavan,0,0.00%
826,21r01a05q8,,0,,0,0,,0,,0,,0,0.00%
827,21r01a05q9,21r01a05q9,0,cmrit25_21r01a05q9,0,0,,0,cmrit25_21r01a05q9,0,21r01a05q9,0,0.00%
828,22r05a0504,,0,22r05a0504,0,0,,0,22r05a0504,0,22r05a0504,0,0.00%
829,21r01a6608,,0,,0,0,,0,,0,,0,0.00%
830,21r01a6621,,0,,0,0,,0,,0,,0,0.00%
831,21r01a6626,,0,,0,0,,0,,0,,0,0.00%
832,21r01a6653,,0,21r01a6653@cmritonline.ac.in,0,0,,0,,0,,0,0.00%
833,21r01a6658,,0,,0,0,,0,,0,,0,0.00%
834,21r01a6661,,0,banni2261,0,0,banni2261,0,banni2261,0,banni2261,0,0.00%
835,21r01a6668,,0,,0,0,,0,,0,,0,0.00%
836,21r01a6674,,0,,0,0,,0,,0,,0,0.00%
837,21r01a6678,,0,,0,0,,0,,0,,0,0.00%
838,21r01a6679,,0,,0,0,,0,,0,@21r01a6679,0,0.00%
839,21r01a6691,,0,,0,0,,0,,0,,0,0.00%
